OGs	saccharomyces_cerevisiae	schizosaccharomyces_pombe	W	X	Y	Z
101565	851618	2539188	-0.934031904794	-0.612129894646	1.65556977724	-0.109407977797
101614	856386,853861	2540466	0.0862128235528	1.55195433802	-0.471082677694	-1.16708448388
101615	853925	2543068	-0.425242624706	0.431212513269	-1.3507992228	1.34482933424
101618	850824	2542839	-0.140321508891	-1.52421073378	1.20088361937	0.463648623299
101633	855663	2540699	0.507545031225	-0.68446214021	1.36483228271	-1.18791517373
10201	853628	2539739	-1.48145728979	0.500622077356	1.2230986341	-0.242263421665
102045	851591	2541725	1.37221786136	0.25966296749	-1.41513811322	-0.216742715625
102073	854808,855288	2541350	-0.500050591776	-1.37289670526	1.17220469613	0.700742600902
1032	850643	2539278	1.2326107608	0.214765860877	-1.55648384243	0.109107220746
103828	855925	2539791	0.382181797276	0.491027978835	0.834532583126	-1.70774235924
103894	856704	2540738	-1.4571363773	-0.385162761494	1.04638967223	0.795909466561
103998	853303,853933	2542948	1.12176136714	0.248199831904	-1.61816103095	0.248199831904
1040	852757	2540057	-0.666016029772	-0.649597762306	1.72294199788	-0.4073282058
104074	851480	2541233	0.91255413532	0.870486956091	-1.53178597604	-0.251255115373
10409	854168	2542401	-0.653431374361	-0.616122325771	-0.457820381289	1.72737408142
104091	853559	2541584	-0.48093547445	1.06787038222	-1.40164334769	0.814708439919
104109	855936	2543358	-0.595428779522	-1.3277171171	1.09077580357	0.832370093056
104264	853671	2540405	1.03791276477	-1.64124221111	0.455056194235	0.148273252109
1045	850872	2542481	-0.758964931038	-1.13279733036	1.36502323963	0.526739021764
105237	854419	5802702	-0.841092774462	1.02953074548	-1.1465675386	0.958129567585
105262	856870	2541193	0.972145986829	0.920501575755	-1.40269623404	-0.489951328549
105284	855587	2541195	-0.594492465101	-0.542678330284	1.73166326049	-0.594492465101
105453	851833	2540976	-1.44607507835	-0.395573861597	1.08898031848	0.752668621467
105462	850682,856352	2540517	0.928441802047	0.928441802047	-1.45379086736	-0.403092736733
105685	856855	2540081	1.56242054491	0.0288250479393	-0.413536491329	-1.17770910152
105687	850805	2541794	-1.28959252146	-0.659294426805	1.01445484005	0.934432108216
105690	850964,854342	2543328	-0.303762131438	1.14015560224	0.644346616936	-1.48074008774
1058	852545	2539795	-0.113961208148	-0.113961208148	-1.29103903601	1.5189614523
1059	854703	2540295	-1.6205871814	0.931402878018	-0.021944588813	0.711128892197
10592	855503	2542096	-0.601210791227	-1.06130644211	0.079529794255	1.58298743908
1060	853643	2539788	0.125136930614	0.385523401846	1.1057953731	-1.61645570556
1061	853083	2540303	-1.18027906698	-0.692747196009	1.36832845982	0.504697803168
107623	851337	2542023	-0.834606390276	-1.11300916298	1.26366947191	0.683946081344
1080	853896	2539154	0.401714356656	1.45440778279	-0.947151365015	-0.90897077443
10975	856837	2541642	0.614932570887	1.27981213084	-1.2547077545	-0.640036947223
1099	851548	2540479	-0.187019727417	-0.683369027102	1.68404226679	-0.813653512269
110703	855784	2539922	1.58466458803	0.106432253721	-0.691266123283	-0.999830718471
110745	856727	2542783	-0.605041713012	-0.589898349346	1.73149022206	-0.536550159699
110830	854420	2539566	0.363952559911	1.16812083516	-1.5813304497	0.0492570546317
111992	855501	2542823	0.705791170636	1.02418387853	-1.55654351329	-0.173431535872
11286	854309	2543563	1.03722984011	-1.11383449683	-0.878374505573	0.954979162291
113	854347	2539199	0.236106375937	0.884957617879	-1.68585673997	0.564792746152
113185	855842	2541780	-0.952530962001	-0.842443984417	0.276196329535	1.51877861688
113207	852922,851058	2540274	-0.343201037031	-1.40940592077	1.30055129822	0.45205565958
11339	850550	2541578	0.0720271430084	-0.0443645446066	1.39904896257	-1.42671156097
11345	852758	2540411	1.29239383601	-0.583926972409	0.577910552545	-1.28637741615
113632	854014,852154,852720,852844	2543471	0.255320213134	1.4345164278	-1.31883828765	-0.370998353285
113646	852602,854635,853235,853204,854008,853214,853209	2539976	-0.747986553936	0.721374757009	-1.19495327928	1.22156507621
113648	854677	2541317	0.0487943069529	-1.36560908941	-0.137120843611	1.45393562607
113660	854933	2541088	0.184210914268	1.41342228656	-0.210561614587	-1.38707158625
1148	853344	2541881	-0.559684564594	-1.14718073967	1.52946333015	0.177401974117
115	855866	2539345	0.739203260972	-0.0182304379729	-1.62408153739	0.903108714391
115598	851516	2539270	0.284558763067	-1.16357665885	1.48324728646	-0.604229390675
115690	851822	2539192	-0.780946771993	-0.94672375288	1.57144163387	0.156228891003
115716	852170	3361381	-1.70470762502	0.82899569101	0.329915331004	0.545796603007
115735	854527	2539723	0.109044985775	-1.0008420852	1.58360969018	-0.691812590762
1158	856201	2542339	-0.500064891057	0.90841928613	-1.3960943191	0.987739924022
1159	850691	2539194	0.636838290963	0.420297209445	-1.724188826	0.667053325594
